Transaction ID,Sender Account ID,Receiver Account ID,Transaction Amount,Transaction Type,Timestamp,Transaction Status,Fraud Flag,Geolocation (Latitude/Longitude),Device Used,Network Slice ID,Latency (ms),Slice Bandwidth (Mbps),PIN Code
T2881CEB4,ACC90300,ACC78072,1093.14,Withdrawal,2024-07-10 10:05:00,Failed,False,"35.2751 N, -80.8182 W",Desktop,Ethernet,6,224,3581
T07B3EE01,ACC50252,ACC52823,1083.95,Deposit,2024-05-04 10:38:00,Success,True,"30.2206 N, -97.7234 W",Desktop,Ethernet,7,132,3781
T8C9EAD37,ACC88942,ACC30664,1310.0,Deposit,2024-09-02 23:38:20,Failed,True,"45.5455 N, -122.7149 W",Desktop,Wi-Fi,16,109,1370
T3388ADF7,ACC78538,ACC65514,646.48,Deposit,2024-10-26 10:27:00,Failed,False,"40.696 N, -73.9614 W",Desktop,Ethernet,2,139,4245
T101AADF2,ACC53944,ACC73802,1436.4,Withdrawal,2024-08-25 10:41:00,Success,False,"30.2335 N, -97.7569 W",Desktop,Wi-Fi,14,156,9851
T3C543918,ACC92615,ACC20606,978.2,Deposit,2024-11-27 10:05:00,Failed,True,"38.208 N, -85.7943 W",Desktop,Wi-Fi,20,91,7541
T238718A8,ACC83546,ACC68913,464.88,Transfer,2024-11-16 10:09:00,Failed,True,"32.6714 N, -117.1958 W",Mobile,5G,17,169,3204
T0768CE14,ACC33685,ACC32275,1258.41,Transfer,2024-03-25 10:14:00,Success,False,"33.4039 N, -112.0611 W",Mobile,5G,25,188,8085
TC7C52A28,ACC82403,ACC83827,486.01,Transfer,2024-09-30 10:47:00,Success,True,"33.4337 N, -112.0377 W",Mobile,LTE,84,104,7372
T7AF57E02,ACC61170,ACC73104,1456.87,Deposit,2024-09-05 10:26:00,Failed,True,"40.734 N, -73.9755 W",Mobile,5G,27,117,4216
T76A5B4C8,ACC57995,ACC32223,513.84,Withdrawal,2024-02-18 10:25:00,Success,True,"35.5113 N, -97.5649 W",Mobile,5G,17,62,6752
T3F13C8EE,ACC24008,ACC96031,908.73,Transfer,2024-06-03 10:09:00,Success,False,"41.8604 N, -87.6179 W",Mobile,LTE,54,75,4030
TF0143E98,ACC34029,ACC55793,1409.54,Transfer,2024-07-24 10:56:00,Success,True,"39.9785 N, -83.0177 W",Mobile,LTE,68,148,6951
T990E874B,ACC37487,ACC77079,228.45,Transfer,2024-11-15 10:14:00,Success,False,"40.7417 N, -74.0384 W",Desktop,Ethernet,7,74,3939
T4EE9F623,ACC21138,ACC45215,548.18,Deposit,2024-11-28 04:07:33,Failed,True,"40.6704 N, -74.0164 W",Mobile,5G,44,1017,8976
T24B06D4D,ACC29500,ACC57773,675.48,Withdrawal,2024-01-20 10:20:00,Success,True,"32.794 N, -97.345 W",Mobile,LTE,83,120,4779
T26A26619,ACC56048,ACC61043,92.47,Withdrawal,2024-01-17 10:13:00,Failed,False,"45.5547 N, -122.6583 W",Mobile,LTE,76,51,5012
TF1C31B7A,ACC54756,ACC20263,530.44,Transfer,2024-09-02 03:58:40,Failed,False,"38.2743 N, -85.736 W",Mobile,LTE,36,64,7903
TA850BFA7,ACC33685,ACC32275,1258.41,Transfer,2024-04-07 10:14:00,Success,False,"44.9576 N, -93.2273 W",Mobile,LTE,45,188,8085
TDA8BE639,ACC14761,ACC96544,592.7,Deposit,2024-12-15 10:49:00,Failed,True,"35.0347 N, -106.6635 W",Mobile,5G,41,194,1649
T6D14A5F8,ACC75732,ACC87833,487.33,Deposit,2024-06-02 10:05:00,Success,True,"42.3997 N, -71.0751 W",Mobile,LTE,35,132,6431
TBF9CFD1B,ACC37249,ACC24107,1012.1,Transfer,2024-10-23 10:08:00,Failed,True,"29.7212 N, -95.397 W",Desktop,Ethernet,8,91,3473
T770B77DC,ACC93052,ACC75393,717.18,Deposit,2024-08-24 10:13:00,Success,False,"32.7966 N, -97.3409 W",Mobile,5G,15,191,7579
TBF3022DE,ACC37249,ACC24107,1012.1,Transfer,2024-02-10 10:08:00,Failed,True,"29.7275 N, -95.3414 W",Desktop,Ethernet,8,91,3473
T95969B85,ACC37253,ACC11656,503.36,Transfer,2024-07-08 10:37:00,Failed,True,"32.7382 N, -96.8401 W",Mobile,5G,29,237,8005
TB7DA55A8,ACC20418,ACC75675,1375.3,Withdrawal,2024-10-08 10:40:00,Failed,False,"39.9836 N, -75.1366 W",Mobile,5G,26,157,9677
T0D16E497,ACC93764,ACC33894,951.98,Transfer,2024-03-30 10:07:00,Failed,False,"30.2176 N, -97.7225 W",Mobile,LTE,55,79,2818
T9D56D362,ACC31169,ACC70535,420.19,Deposit,2024-09-24 10:20:00,Failed,True,"34.0644 N, -118.2588 W",Mobile,LTE,67,200,1654
TAB6E506C,ACC42183,ACC40073,171.92,Deposit,2024-03-15 10:55:00,Failed,False,"39.939 N, -75.1475 W",Mobile,5G,18,184,1657
T80F70FAC,ACC40510,ACC11454,604.25,Transfer,2024-12-20 10:56:00,Failed,True,"33.4278 N, -112.0348 W",Mobile,3G,110,129,9633
TE896C84D,ACC56902,ACC86151,591.01,Transfer,2024-06-03 10:41:00,Success,True,"32.262 N, -111.0026 W",Desktop,Ethernet,7,228,6128
T229B42B7,ACC23024,ACC23917,217.64,Withdrawal,2024-04-16 10:35:00,Failed,True,"29.3768 N, -98.4757 W",Desktop,Wi-Fi,24,77,7474
T38CF6658,ACC30411,ACC89361,4516.82,Transfer,2024-10-31 10:23:00,Success,True,"39.9784 N, -82.9786 W",Desktop,Wi-Fi,24,168,6221
TE8D1C951,ACC46586,ACC20319,1122.89,Transfer,2024-01-26 10:24:00,Success,True,"40.6922 N, -74.0278 W",Mobile,LTE,82,190,5964
TE1A97C9F,ACC14164,ACC11844,931.5,Transfer,2024-05-27 10:52:00,Failed,True,"34.0657 N, -118.2279 W",Mobile,LTE,72,247,8802
TBA3C8FC6,ACC96531,ACC66183,59.49,Transfer,2024-03-08 10:58:00,Failed,True,"29.3791 N, -98.5037 W",Desktop,Ethernet,2,196,3289
TF58260CD,ACC52545,ACC44016,659.9,Transfer,2024-05-15 10:15:00,Success,False,"38.2113 N, -85.7367 W",Mobile,LTE,89,84,2264
TC98D25F4,ACC76092,ACC29666,439.79,Withdrawal,2024-12-31 10:06:00,Success,True,"37.3261 N, -121.9047 W",Desktop,Wi-Fi,24,74,2470
T468D0EEC,ACC19368,ACC63067,1134.0,Deposit,2024-10-07 10:36:00,Success,True,"35.2602 N, -80.8677 W",Desktop,Wi-Fi,23,101,5802
T91729325,ACC87072,ACC89896,990.36,Deposit,2024-01-09 10:27:00,Failed,False,"40.674 N, -74.0223 W",Mobile,5G,23,223,1929
T920A0204,ACC31580,ACC61121,1026.0,Deposit,2024-07-15 10:30:00,Success,False,"43.0781 N, -87.9234 W",Desktop,Ethernet,5,216,8422
T86BCDB5E,ACC79822,ACC75119,1087.67,Withdrawal,2024-02-03 10:04:00,Failed,True,"40.686 N, -73.9741 W",Desktop,Wi-Fi,12,111,3792
T8EB605C2,ACC95052,ACC66018,1425.1,Transfer,2024-10-17 10:57:00,Failed,False,"33.7325 N, -118.1622 W",Mobile,Wi-Fi,28,125,1810
T90C421D8,ACC90264,ACC16628,958.18,Transfer,2024-08-18 10:58:00,Success,False,"34.0162 N, -118.2038 W",Desktop,Wi-Fi,11,217,5496
TEA640CB0,ACC29421,ACC13222,1279.44,Transfer,2024-05-31 10:49:00,Success,False,"35.1042 N, -106.6632 W",Mobile,5G,43,157,3090
TD5AA9566,ACC26092,ACC16514,420.94,Withdrawal,2024-02-10 10:53:00,Success,True,"40.6752 N, -73.9657 W",Desktop,Wi-Fi,24,169,2240
T6C116EAA,ACC98677,ACC45130,859.59,Withdrawal,2024-06-22 10:47:00,Success,False,"36.119 N, -96.039 W",Mobile,LTE,64,92,2984
T9B3FCCB7,ACC45358,ACC35313,1370.46,Transfer,2024-11-04 10:23:00,Success,True,"34.0333 N, -118.2582 W",Mobile,LTE,46,73,5626
TE58D24A3,ACC70626,ACC54925,561.12,Withdrawal,2024-09-23 10:34:00,Failed,False,"35.4995 N, -97.5467 W",Desktop,Ethernet,4,163,9950
TFAFEC83C,ACC91947,ACC51744,481.35,Transfer,2024-04-19 10:12:00,Failed,True,"39.3376 N, -76.5828 W",Mobile,LTE,90,68,6957
T5D5D9CA5,ACC23220,ACC67272,406.17,Withdrawal,2024-06-09 10:03:00,Failed,False,"39.9311 N, -83.0422 W",Desktop,Wi-Fi,13,114,6462
TEF51CEFB,ACC39090,ACC49458,678.01,Transfer,2024-01-15 01:29:09,Failed,False,"47.6329 N, -122.3677 W",Mobile,LTE,51,234,3507
TECD9CA75,ACC88880,ACC90819,890.83,Withdrawal,2024-11-29 10:57:00,Failed,False,"37.355 N, -121.8499 W",Desktop,Ethernet,2,117,4478
T2EECEAF3,ACC76210,ACC79065,1254.83,Deposit,2024-12-17 10:57:00,Success,False,"41.8614 N, -87.6728 W",Desktop,Ethernet,7,92,2865
T650AD396,ACC94948,ACC68204,0.01,Deposit,2024-11-22 10:51:00,Success,True,"39.9233 N, -75.1343 W",Mobile,5G,39,64,5231
TA22A49A0,ACC13948,ACC71806,378.9,Transfer,2024-05-06 10:36:00,Success,False,"41.8428 N, -87.6443 W",Mobile,LTE,48,104,4527
T55ABA037,ACC89895,ACC94273,396.91,Transfer,2024-10-09 10:16:00,Failed,True,"40.6888 N, -73.9947 W",Mobile,LTE,69,211,5084
T0F8D2A67,ACC55747,ACC43787,753.03,Transfer,2024-12-16 10:11:00,Success,True,"35.1676 N, -90.0816 W",Mobile,3G,136,89,8169
T54D5B998,ACC48112,ACC37084,1449.78,Withdrawal,2024-06-19 10:56:00,Success,True,"41.8402 N, -87.5999 W",Desktop,Ethernet,2,99,3804
TF3F07981,ACC24619,ACC95826,744.4,Withdrawal,2024-08-11 10:50:00,Failed,True,"40.7412 N, -73.9572 W",Mobile,5G,38,106,3751
T1FA55580,ACC88171,ACC83474,1420.72,Transfer,2024-12-11 10:03:00,Failed,False,"32.7607 N, -117.1209 W",Desktop,Ethernet,3,140,9332
T2F680CDD,ACC75741,ACC46887,827.95,Transfer,2024-10-13 10:15:00,Failed,False,"40.675 N, -74.055 W",Desktop,Ethernet,4,89,4463
T1FB1E033,ACC80202,ACC20579,86.89,Withdrawal,2024-10-26 10:19:00,Failed,False,"40.7417 N, -74.0543 W",Mobile,LTE,48,109,1696
T7ADF0A9C,ACC57933,ACC52429,641.56,Transfer,2024-01-23 10:32:00,Success,True,"30.3753 N, -81.6778 W",Mobile,LTE,78,243,7576
TFBAC4FF5,ACC85639,ACC80929,548.93,Transfer,2024-04-28 10:49:00,Failed,True,"40.0058 N, -82.9568 W",Mobile,LTE,75,88,3586
T87503E1F,ACC37800,ACC21840,1475.38,Transfer,2024-03-12 10:22:00,Success,False,"40.6822 N, -74.0408 W",Mobile,LTE,37,148,2401
T38ED2143,ACC93764,ACC33894,951.98,Transfer,2024-02-03 10:07:00,Failed,False,"32.8013 N, -97.2814 W",Mobile,5G,35,79,2818
T702548BA,ACC79077,ACC60005,536.4,Transfer,2024-01-28 10:35:00,Success,True,"47.5681 N, -122.2855 W",Mobile,5G,40,84,6135
TFB29E55A,ACC47900,ACC15352,559.49,Withdrawal,2024-02-05 10:44:00,Failed,True,"34.0271 N, -118.2172 W",Desktop,Ethernet,5,173,5776
T507551BA,ACC32963,ACC77206,26408.97,Withdrawal,2024-11-11 10:17:00,Success,False,"36.2006 N, -96.01 W",Desktop,Ethernet,2,135,6083
T5ABC0FA4,ACC53418,ACC92611,1325.97,Deposit,2024-12-22 10:06:00,Failed,False,"33.4263 N, -111.8493 W",Desktop,Ethernet,4,178,5448
TE3283656,ACC93288,ACC51744,138.44,Transfer,2024-06-08 10:50:00,Success,False,"37.745 N, -122.4637 W",Mobile,3G,106,199,7252
TD5954C33,ACC13343,ACC89104,1480.16,Deposit,2024-06-02 10:24:00,Success,False,"39.1464 N, -94.6139 W",Mobile,3G,209,111,4388
T0E7C3C27,ACC18670,ACC55222,909.99,Deposit,2024-01-29 10:20:00,Success,False,"35.1334 N, -106.6917 W",Mobile,LTE,89,103,9631
TE3B33BB5,ACC26501,ACC19142,540.97,Transfer,2024-05-14 10:15:00,Failed,True,"39.2728 N, -76.5777 W",Desktop,Ethernet,3,218,6257
T2C58F5DA,ACC55326,ACC15157,0.0,Deposit,2024-12-25 07:46:07,Success,False,"34.0959 N, -118.2578 W",Desktop,Ethernet,8,95,6654
T29D2F4B5,ACC54726,ACC89370,655.98,Deposit,2024-12-25 22:26:29,Success,False,"32.739 N, -117.1739 W",Mobile,5G,28,239,8579
T8A1A4F9F,ACC79800,ACC11375,1453.39,Withdrawal,2024-12-30 10:12:00,Failed,False,"37.321 N, -121.8535 W",Mobile,5G,15,151,8717
TF9267AFD,ACC44598,ACC90513,1149.69,Deposit,2024-01-15 10:48:00,Success,True,"41.2916 N, -95.888 W",Mobile,3G,126,224,2430
T59E663AA,ACC83854,ACC79026,1326.86,Deposit,2024-06-19 18:50:11,Success,False,"42.3808 N, -83.0846 W",Mobile,Wi-Fi,20,121,9227
T09256E14,ACC46333,ACC52400,105.99,Withdrawal,2024-04-25 10:37:00,Failed,True,"35.1197 N, -90.0915 W",Desktop,Wi-Fi,12,87,7605
T74430DFF,ACC22823,ACC32041,344.15,Transfer,2024-06-30 10:51:00,Success,True,"45.5 N, -122.699 W",Mobile,LTE,58,150,4990
T53D00B18,ACC44381,ACC45138,723.45,Transfer,2024-12-18 10:38:00,Success,True,"34.0305 N, -118.2616 W",Desktop,Wi-Fi,23,207,4979
TC130033F,ACC80523,ACC75671,940.3,Deposit,2024-11-01 10:55:00,Success,True,"39.7868 N, -86.1268 W",Mobile,5G,45,214,9857
T4C7B28AB,ACC71625,ACC14447,1284.02,Deposit,2024-03-07 10:34:00,Failed,False,"36.1585 N, -115.15 W",Desktop,Ethernet,7,149,6622
T9FAE6995,ACC43485,ACC31302,821.91,Deposit,2024-02-21 04:07:33,Failed,True,"45.5648 N, -122.7269 W",Mobile,3G,215,173,5139
TE067F0E5,ACC51762,ACC51094,69.26,Withdrawal,2024-02-04 10:10:00,Failed,False,"37.8172 N, -122.397 W",Mobile,LTE,54,89,3020
T89CDA28F,ACC20603,ACC64354,63.23,Transfer,2024-04-24 10:52:00,Success,False,"35.2097 N, -80.8063 W",Mobile,5G,35,224,8122
TFE056769,ACC65243,ACC64838,41265.38,Transfer,2024-01-31 10:16:00,Failed,True,"33.402 N, -112.1223 W",Desktop,Ethernet,7,244,9724
T0CE08ED4,ACC93548,ACC42106,630.84,Withdrawal,2024-05-20 10:54:00,Failed,False,"40.6687 N, -74.0325 W",Desktop,Ethernet,6,207,2495
T8A12B200,ACC81116,ACC90268,108.56,Deposit,2024-04-12 10:20:00,Failed,True,"39.9758 N, -82.9568 W",Mobile,Wi-Fi,26,110,7519
T031A362C,ACC15856,ACC12045,737.12,Deposit,2024-11-02 10:46:00,Success,False,"30.2431 N, -97.6975 W",Desktop,Ethernet,7,190,9034
TF6AECFB3,ACC86428,ACC65003,1172.55,Deposit,2024-02-14 10:29:00,Success,True,"35.1346 N, -90.0301 W",Mobile,5G,36,185,1248
T184BAA07,ACC99685,ACC55129,1075.67,Withdrawal,2024-02-29 10:23:00,Success,False,"42.3378 N, -71.0784 W",Desktop,Ethernet,3,218,3719
T61ABF620,ACC23680,ACC23680,339.18,Deposit,2024-05-10 10:19:00,Failed,False,"39.978 N, -75.182 W",Desktop,Ethernet,7,123,6922
T58A5E3DA,ACC19518,ACC25846,1346.57,Withdrawal,2024-04-02 10:46:00,Failed,True,"35.5111 N, -97.4879 W",Desktop,Wi-Fi,17,53,2429
T1DFD57C4,ACC53355,ACC88440,1421.77,Deposit,2024-01-19 04:07:33,Failed,False,"35.1265 N, -106.6985 W",Mobile,5G,28,181,4697
TC5C002B9,ACC17264,ACC93263,25313.19,Deposit,2024-01-24 10:16:00,Failed,True,"30.3062 N, -81.6076 W",Mobile,5G,36,163,9117
T1E2C4FDE,ACC46185,ACC54485,616.37,Transfer,2024-05-27 10:48:00,Failed,True,"41.8952 N, -87.5884 W",Desktop,Ethernet,7,79,4823
T5F3CADBF,ACC78750,ACC36439,897.39,Deposit,2024-11-13 10:07:00,Failed,True,"29.7271 N, -95.3573 W",Mobile,LTE,41,208,4689
TB6D13CC3,ACC13948,ACC71806,378.9,Transfer,2024-04-07 10:36:00,Success,False,"40.6917 N, -74.0173 W",Mobile,5G,28,104,4527
T0B31D002,ACC11072,ACC37746,201.5,Transfer,2024-09-09 10:11:00,Failed,False,"37.7921 N, -122.24 W",Mobile,5G,17,126,5917
T537FCA4F,ACC71070,ACC58930,561.06,Deposit,2024-09-22 10:11:00,Failed,True,"32.7432 N, -117.1851 W",Desktop,Wi-Fi,12,79,6167
T458E6881,ACC17441,ACC84695,1334.29,Transfer,2024-10-31 10:50:00,Failed,True,"29.7131 N, -95.3547 W",Mobile,5G,38,218,3677
T41E284AA,ACC99165,ACC71591,189.14,Transfer,2024-09-08 10:26:00,Failed,True,"40.7484 N, -73.9581 W",Desktop,Ethernet,3,69,9976
TE77C72F6,ACC13209,ACC13209,1201.84,Transfer,2024-08-24 10:20:00,Success,False,"39.7637 N, -105.001 W",Mobile,5G,44,68,8550
T730038BB,ACC79822,ACC75119,1087.67,Withdrawal,2024-04-26 10:04:00,Failed,True,"40.7025 N, -74.0516 W",Desktop,Ethernet,7,111,3792
TC19C8D1C,ACC24633,ACC59865,1307.83,Withdrawal,2024-10-13 10:55:00,Success,False,"30.279 N, -97.7187 W",Mobile,5G,45,115,9558
TC772D55E,ACC29889,ACC83760,1413.64,Transfer,2024-09-20 10:28:00,Success,False,"34.0789 N, -118.2033 W",Mobile,5G,43,113,7112
TA4DA4E97,ACC30395,ACC69061,1249.53,Deposit,2024-06-11 10:45:00,Failed,False,"41.9029 N, -87.65 W",Mobile,5G,45,181,8248
T98A36727,ACC83707,ACC15731,984.69,Withdrawal,2024-01-24 10:09:00,Success,True,"35.7587 N, -78.5901 W",Desktop,Ethernet,5,212,9948
T128F67A8,ACC49715,ACC10486,59.57,Withdrawal,2024-05-22 10:31:00,Failed,False,"30.2981 N, -81.6802 W",Mobile,3G,216,78,7280
TB6B14B6B,ACC24121,ACC36934,681.23,Deposit,2024-05-15 10:03:00,Success,False,"39.9465 N, -82.9577 W",Desktop,Ethernet,2,63,6512
T2802C393,ACC22964,ACC67828,1226.35,Transfer,2024-03-05 10:36:00,Success,True,"40.6989 N, -74.0348 W",Mobile,3G,186,67,1864
T9A7CF3D9,ACC68203,ACC30527,671.09,Transfer,2024-12-06 10:26:00,Success,True,"40.7282 N, -73.9941 W",Mobile,LTE,69,226,3380
T1212E7DF,ACC43417,ACC38719,921.16,Withdrawal,2024-09-01 10:45:00,Success,False,"36.1245 N, -95.9568 W",Desktop,Wi-Fi,15,202,5779
T322A151C,ACC50244,ACC37552,1151.27,Transfer,2024-08-01 10:16:00,Failed,True,"41.8552 N, -87.6545 W",Desktop,Wi-Fi,18,235,1066
T8908408E,ACC60718,ACC19048,1146.73,Deposit,2024-10-01 10:35:00,Failed,False,"34.0102 N, -118.2793 W",Desktop,Wi-Fi,9,63,7629
TADF1FFBE,ACC97614,ACC48951,793.95,Deposit,2024-03-15 10:55:00,Success,False,"32.7446 N, -97.3568 W",Mobile,5G,44,229,4693
T49F2E131,ACC86387,ACC40915,477.66,Transfer,2024-11-27 10:20:00,Failed,False,"39.9175 N, -75.2019 W",Desktop,Wi-Fi,20,55,6420
T798F985B,ACC26148,ACC50497,977.23,Deposit,2024-10-22 10:59:00,Success,True,"40.6923 N, -73.9789 W",Mobile,LTE,44,166,9861
TB47647F5,ACC33864,ACC18989,1081.34,Deposit,2024-07-08 10:04:00,Failed,True,"36.1279 N, -95.9764 W",Mobile,LTE,63,106,3420
T49C6641D,ACC89895,ACC94273,396.91,Transfer,2024-08-18 10:16:00,Failed,True,"39.7999 N, -86.1127 W",Mobile,LTE,46,211,5084
T7788E8FA,ACC97327,ACC44378,1297.35,Transfer,2024-08-30 10:22:00,Failed,True,"35.1165 N, -90.0319 W",Desktop,Ethernet,7,89,6725
T17627F7A,ACC19368,ACC63067,1134.0,Deposit,2024-09-06 10:36:00,Success,True,"35.5131 N, -97.4699 W",Desktop,Ethernet,4,101,5802
TF2F1D864,ACC43888,ACC87309,51.89,Deposit,2024-11-17 10:34:00,Failed,False,"47.6197 N, -122.3436 W",Mobile,5G,22,148,4219
T52AB302F,ACC80030,ACC20498,404.35,Transfer,2024-05-06 10:30:00,Success,False,"29.7123 N, -95.3528 W",Desktop,Ethernet,6,232,5706
T7BED58FA,ACC39856,ACC24658,1331.75,Transfer,2024-04-07 10:22:00,Failed,True,"34.0046 N, -118.2873 W",Mobile,5G,33,88,4951
T26AE1853,ACC27892,ACC99186,1411.27,Withdrawal,2024-10-28 10:06:00,Failed,True,"30.2845 N, -97.7676 W",Desktop,Ethernet,5,113,2825
TCEE1D0B2,ACC30350,ACC43122,457.97,Transfer,2024-12-25 10:22:00,Success,False,"40.6827 N, -73.9617 W",Desktop,Wi-Fi,25,80,7501
TE8EF7047,ACC40938,ACC18461,187.41,Deposit,2024-02-06 10:44:00,Success,True,"35.1887 N, -90.0053 W",Desktop,Wi-Fi,18,216,5184
TB6149667,ACC68203,ACC30527,671.09,Transfer,2024-07-05 10:26:00,Success,True,"30.2966 N, -97.715 W",Mobile,5G,22,226,3380
TC1CF9275,ACC21784,ACC82883,1279.03,Deposit,2024-05-19 10:53:00,Success,False,"41.9192 N, -87.5807 W",Desktop,Wi-Fi,23,129,7387
TD562789E,ACC67630,ACC31727,94.08,Withdrawal,2024-03-16 10:06:00,Failed,True,"37.3698 N, -121.8592 W",Desktop,Ethernet,3,134,3967
T0B7D8B8D,ACC16273,ACC80059,406.25,Deposit,2024-08-23 10:36:00,Success,False,"40.7572 N, -73.9844 W",Mobile,LTE,71,226,5198
T0A7557F4,ACC88799,ACC48171,1231.61,Deposit,2024-09-27 10:46:00,Success,True,"29.9947 N, -90.0414 W",Desktop,Ethernet,4,188,4726
TF1E7711F,ACC36472,ACC96893,872.63,Withdrawal,2024-10-15 10:24:00,Success,False,"29.8104 N, -95.4085 W",Mobile,3G,178,214,7499
TA3ABCCDC,ACC44819,ACC97385,1188.37,Deposit,2024-04-28 10:18:00,Success,True,"34.0291 N, -118.2196 W",Mobile,5G,34,179,5402
TD4030651,ACC58958,ACC32826,529.62,Withdrawal,2024-07-13 10:51:00,Success,False,"29.4572 N, -98.5134 W",Mobile,5G,15,89,2369
T8BE69F77,ACC89817,ACC51611,1069.09,Withdrawal,2024-03-13 10:24:00,Failed,True,"36.1205 N, -86.821 W",Mobile,5G,30,249,9044
TEC99CB64,ACC85542,ACC68798,865.15,Deposit,2024-05-25 10:46:00,Success,True,"29.773 N, -95.382 W",Desktop,Ethernet,5,72,6266
T261BCB39,ACC66844,ACC30757,497.06,Deposit,2024-09-15 10:25:00,Failed,True,"30.3544 N, -81.6291 W",Desktop,Wi-Fi,15,113,8985
T95E129C5,ACC18004,ACC86789,1468.89,Transfer,2024-10-14 10:57:46,Success,False,"25.8115 N, -80.2323 W",Mobile,5G,17,238,5546
TA5717C3C,ACC39544,ACC52922,910.24,Withdrawal,2024-10-09 10:11:00,Success,False,"30.2255 N, -97.7648 W",Mobile,LTE,90,243,7286
T297E4268,ACC30395,ACC69061,1249.53,Deposit,2024-11-03 10:45:00,Failed,False,"34.0387 N, -118.2621 W",Mobile,LTE,81,181,8248
TDDEDEA13,ACC43417,ACC38719,921.16,Withdrawal,2024-02-07 10:45:00,Success,False,"38.8837 N, -77.0544 W",Desktop,Ethernet,7,202,5779
TC06FB7B4,ACC59991,ACC77139,947.46,Deposit,2024-12-25 19:33:22,Failed,True,"30.2353 N, -97.7759 W",Desktop,Wi-Fi,23,54,7884
TC046FDD9,ACC34184,ACC89466,1362.38,Withdrawal,2024-06-19 10:03:00,Failed,True,"33.7959 N, -118.1748 W",Desktop,Ethernet,3,220,5794
T546537DF,ACC49858,ACC26440,1235.27,Deposit,2024-09-30 10:31:00,Success,False,"32.73 N, -96.7725 W",Mobile,5G,22,237,5090
TFFA4FDC5,ACC74608,ACC33619,144.1,Transfer,2024-01-01 01:20:32,Failed,False,"40.7422 N, -74.017 W",Desktop,Ethernet,8,52,6286
T47EB9B18,ACC25311,ACC52411,420.97,Deposit,2024-03-15 10:50:00,Success,True,"32.703 N, -117.1342 W",Desktop,Ethernet,2,153,6988
T84B5A93E,ACC39682,ACC62283,10787.43,Deposit,2024-12-10 10:55:00,Success,True,"40.6791 N, -74.0169 W",Mobile,5G,18,196,1973
T90F452B8,ACC80523,ACC75671,940.3,Deposit,2024-05-20 10:55:00,Success,True,"38.8656 N, -104.8076 W",Mobile,3G,205,214,9857
TC00DA65A,ACC54648,ACC11205,256.48,Withdrawal,2024-05-06 10:14:00,Failed,True,"34.0244 N, -118.2295 W",Desktop,Ethernet,4,195,1686
T429C8486,ACC48659,ACC91872,1054.81,Withdrawal,2024-06-09 10:45:00,Failed,True,"34.0041 N, -118.285 W",Desktop,Wi-Fi,19,80,6248
T2C84628B,ACC94127,ACC94127,1003.51,Deposit,2024-11-29 21:40:57,Failed,False,"29.7922 N, -95.3271 W",Mobile,LTE,37,99,2774
T695E369B,ACC14492,ACC81365,54.96,Transfer,2024-11-07 10:06:00,Success,False,"39.7618 N, -104.9609 W",Mobile,3G,158,80,4389
T83491E22,ACC79424,ACC13917,1480.5,Transfer,2024-07-18 10:15:00,Success,True,"40.6989 N, -73.9619 W",Desktop,Ethernet,5,117,9487
TF7231D56,ACC29500,ACC57773,675.48,Withdrawal,2024-03-10 10:20:00,Success,True,"41.8645 N, -87.6511 W",Mobile,LTE,68,120,4779
TB7CB4E92,ACC72164,ACC81617,1435.51,Deposit,2024-01-17 10:33:00,Success,False,"30.3527 N, -81.6078 W",Mobile,LTE,38,167,1346
T49CD884D,ACC57649,ACC31216,572.09,Transfer,2024-06-19 10:07:00,Failed,False,"31.8078 N, -106.4664 W",Mobile,LTE,44,233,4388
T1E46CF34,ACC68069,ACC89196,135.33,Withdrawal,2024-09-05 10:40:00,Failed,True,"29.4577 N, -98.478 W",Mobile,5G,39,78,9008
TC61A825A,ACC39682,ACC62283,10787.43,Deposit,2024-07-26 10:55:00,Success,True,"34.0798 N, -118.2563 W",Mobile,3G,184,196,1973
TC2054FC9,ACC29500,ACC57773,675.48,Withdrawal,2024-10-20 10:20:00,Success,True,"25.8052 N, -80.1784 W",Mobile,LTE,51,120,4779
T6F04AABC,ACC34706,ACC74207,943.59,Withdrawal,2024-01-21 10:12:00,Success,False,"32.7453 N, -96.8128 W",Desktop,Wi-Fi,14,123,8519
TCD1181EE,ACC32963,ACC77206,26408.97,Withdrawal,2024-04-29 10:17:00,Success,False,"32.7409 N, -96.7473 W",Desktop,Ethernet,7,135,6083
T2628A3C5,ACC77809,ACC75035,762.47,Withdrawal,2024-07-31 10:48:00,Failed,False,"35.1171 N, -106.6693 W",Mobile,LTE,77,183,5682
TFF01FF93,ACC33817,ACC65983,1158.51,Withdrawal,2024-07-17 10:01:00,Success,False,"39.9804 N, -82.9626 W",Mobile,Wi-Fi,25,67,6456
T09D0B080,ACC34184,ACC89466,1362.38,Withdrawal,2024-04-14 10:03:00,Failed,True,"42.2927 N, -83.0233 W",Desktop,Ethernet,2,220,5794
TA3B1AB4F,ACC55016,ACC31584,256.9,Transfer,2024-12-17 10:35:00,Failed,False,"37.8355 N, -122.2939 W",Mobile,LTE,61,140,2921
T298176A0,ACC93504,ACC75996,7393.36,Deposit,2024-03-09 10:24:00,Failed,False,"40.7252 N, -74.0506 W",Desktop,Ethernet,3,82,7758
